  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       426      8.900           8.974           9.082           8.879           4.781           1.081
       427      8.642           8.694           8.797           8.594           4.815           1.027
       428      8.995           9.082           9.193           8.968           5.229           1.140
       429      9.353           9.422           9.479           9.284           5.519           1.018
       430      9.117           9.198           9.292           9.064           4.759           1.209
       431      9.204           9.288           9.317           9.145           5.484           1.141
       432      8.948           9.032           9.066           8.878           5.661           1.132
       433      8.798           8.847           9.003           8.761           3.869           1.677
       434      9.434           9.539           9.562           9.374           5.093           1.193
       435      8.792           8.885           9.019           8.776           3.440           1.242
       436      9.130           9.240           9.259           9.071           4.229           1.072
       437      9.542           9.651           9.684           9.503           4.199           1.612
       438      9.329           9.427           9.419           9.262           3.444           1.652
       439      9.052           9.133           9.132           8.973           3.955           1.166
       440      9.440           9.550           9.458           9.348           4.771           1.009
       441      9.169           9.266           9.294           9.115           5.220           1.219
       442      9.035           9.148           9.216           8.993           4.997           1.421
       443      8.841           8.963           8.989           8.808           4.841           1.994
       444      8.992           9.113           9.081           8.908           4.998           1.972
       445      9.003           9.114           9.083           8.931           4.609           1.749
       446      9.400           9.492           9.401           9.272           4.609           1.413
       447      9.747           9.818           9.813           9.640           4.859           1.250
       448      9.735           9.805           9.780           9.619           4.763           1.930
       449      9.458           9.565           9.547           9.371           5.219           2.074
       450      9.270           9.368           9.360           9.186           5.044           1.853
       451      9.668           9.776           9.688           9.566           5.299           1.805
       452      8.856           8.962           8.999           8.794           4.937           2.015
       453      8.409           8.526           8.541           8.347           5.169           1.926
       454      8.362           8.430           8.602           8.318           5.019           1.808
       455      8.399           8.471           8.534           8.302           3.752           2.337
       456      8.029           8.082           8.225           7.951           4.609           1.454
       457      7.405           7.489           7.689           7.389           5.019           1.454
       458      6.436           6.480           6.761           6.433           4.236           0.993
       459      5.954           5.959           6.225           5.912           3.877           1.031
       460      6.638           6.646           6.944           6.622           3.920           1.314
       461      7.480           7.522           7.751           7.462           4.976           1.579
       462      7.353           7.479           7.564           7.334           4.155           1.789
       463      6.702           6.756           7.004           6.709           4.092           1.720
       464      7.210           7.270           7.494           7.185           4.449           1.940
       465      7.064           7.152           7.345           7.048           4.148           1.703
       466      6.483           6.556           6.771           6.483           3.980           1.768
       467      6.467           6.547           6.701           6.444           3.673           1.990
       468      6.517           6.638           6.773           6.518           4.260           1.924
       469      6.506           6.585           6.664           6.445           4.173           1.831
       470      6.996           7.128           7.136           6.952           4.421           1.832
       471      7.089           7.233           7.297           7.075           5.089           1.927
       472      7.378           7.437           7.487           7.292           4.525           1.915
       473      8.363           8.435           8.566           8.322           4.932           1.478
